count,diff_srv_rate,dst_bytes,dst_host_count,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,duration,hot,last_flag,logged_in,num_compromised,srv_count,srv_diff_host_rate
23,0.0,8129,255,0.0,0.0,0.0,0,0,21,1,0,29,0.07
431,1.0,0,255,1.0,0.0,0.0,0,0,18,0,0,1,0.0
1,0.0,217,255,0.01,0.0,0.0,0,0,4,1,0,1,0.0
249,0.07,0,255,0.08,0.0,0.0,0,0,21,0,0,1,0.0
60,0.07,0,255,0.02,0.02,0.0,0,0,20,0,0,14,0.0
511,0.0,0,251,0.0,1.0,0.0,0,0,18,0,0,511,0.0
155,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,155,0.0
482,1.0,0,255,1.0,0.0,0.0,0,0,20,0,0,1,0.0
510,1.0,0,255,1.0,0.0,0.0,0,0,20,0,0,1,0.0
3,0.0,8314,255,0.01,0.0,0.0,0,2,16,1,1,3,0.0
511,1.0,0,255,0.92,0.0,0.0,0,0,20,0,0,1,0.0
1,0.0,44,152,0.03,0.01,0.03,0,0,11,0,0,1,0.0
1,0.0,0,178,1.0,1.0,0.0,0,0,18,0,0,1,0.0
210,0.08,0,255,0.08,0.0,0.0,0,0,20,0,0,1,0.0
2,0.0,0,15,0.0,1.0,0.04,0,0,21,0,0,2,0.0
10,0.0,7333,36,0.0,0.03,0.03,0,0,21,1,0,11,0.18
1,0.0,0,126,0.04,0.17,0.07,0,0,20,0,0,1,0.0
4,0.0,0,255,0.01,0.01,0.0,0,0,14,0,0,4,0.0
1,0.0,44,255,0.02,0.0,0.0,7638,0,18,0,0,1,0.0
1,0.0,0,1,0.0,1.0,0.27,0,0,15,0,0,75,1.0
2,0.0,0,53,0.28,0.23,0.12,0,0,20,0,0,2,0.0
2,0.0,345,98,0.0,0.01,0.03,0,0,21,1,0,16,0.19
159,0.0,46,255,0.0,0.0,0.0,0,0,18,0,0,159,0.0
4,0.0,68687,4,0.0,0.25,0.04,0,0,21,1,0,4,0.0
229,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,10,0.0
2,0.0,428,72,0.0,0.01,0.01,0,0,21,1,0,2,0.0
1,0.0,174,255,0.02,0.0,0.0,0,0,11,0,0,1,0.0
300,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,20,0.0
1,0.0,0,4,0.5,0.75,0.18,0,0,5,0,0,1,0.0
1,0.0,44,255,0.02,0.0,0.0,7454,0,18,0,0,1,0.0
7,0.0,10332,14,0.0,0.07,0.05,0,0,21,1,0,7,0.0
1,0.0,85,40,0.05,0.03,0.02,0,0,21,1,0,1,0.0
5,0.0,3091,5,0.0,0.2,0.04,0,0,21,1,0,5,0.0
1,0.0,115,255,0.01,0.0,0.0,0,0,18,0,0,2,1.0
8,0.0,0,45,0.07,0.42,0.04,0,0,21,0,0,8,0.0
1,0.0,386,210,0.68,0.0,0.03,0,0,21,1,0,1,0.0
3,0.0,8314,255,0.01,0.0,0.0,0,2,15,1,1,3,0.0
3,0.67,0,63,0.08,0.02,0.02,0,0,10,0,0,19,0.74
3,0.0,6642,17,0.0,0.06,0.02,0,0,21,1,0,15,0.13
6,0.0,1645,108,0.0,0.01,0.01,0,0,21,1,0,6,0.0
4,0.0,973,114,0.0,0.01,0.03,0,0,21,1,0,9,0.22
1,0.0,364,19,0.16,0.05,0.02,1,0,21,1,0,2,1.0
1,0.0,0,255,0.03,0.0,0.0,0,0,14,0,0,5,1.0
1,0.0,0,233,0.01,0.0,0.0,0,0,9,0,0,8,0.88
511,0.0,42,255,0.0,0.85,0.0,0,0,15,0,0,511,0.0
4,0.0,1379,58,0.0,0.02,0.01,0,0,21,1,0,12,0.25
1,0.0,0,255,0.02,0.0,0.0,0,0,16,0,0,1,0.0
414,1.0,0,255,0.95,0.0,0.0,0,0,17,0,0,1,0.0
22,0.0,1582,119,0.0,0.01,0.02,0,0,21,1,0,22,0.0
1,0.0,4770,34,0.0,0.03,0.01,0,0,21,1,0,1,0.0
3,1.0,36,255,0.03,0.0,0.0,4,0,14,1,0,9,1.0
1,0.0,597,255,0.15,0.0,0.0,281,2,15,1,0,1,0.0
93,0.0,133,255,0.01,0.0,0.0,0,0,18,0,0,173,0.01
1,0.0,96,29,0.07,0.79,0.01,0,0,21,0,0,1,0.0
1,0.0,4605,68,0.0,0.01,0.04,0,0,21,1,0,16,0.31
259,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,10,0.0
12,0.0,5381,255,0.0,0.0,0.0,0,0,21,1,0,12,0.0
30,0.0,0,255,0.0,0.0,0.0,899,0,15,1,0,30,0.0
5,0.0,2494,74,0.0,0.01,0.04,0,0,21,1,0,6,0.33
2,0.0,174,255,0.02,0.0,0.0,0,0,11,0,0,2,0.0
1,0.0,188,255,0.0,0.0,0.0,0,0,15,0,0,1,0.0
7,0.0,4671,7,0.0,0.14,0.02,0,0,21,1,0,7,0.0
11,0.0,382,255,0.0,0.0,0.0,0,0,21,1,0,22,0.09
472,1.0,0,255,0.99,0.0,0.0,0,0,18,0,0,1,0.0
133,0.74,1,255,0.89,1.0,0.0,0,0,4,0,0,12,0.0
11,0.0,284,255,0.0,0.0,0.0,0,0,21,1,0,11,0.0
6,0.0,2839,255,0.0,0.0,0.0,0,0,21,1,0,7,0.29
1,0.0,16255,3,0.0,0.33,0.04,0,0,21,1,0,1,0.0
3,0.0,293,255,0.04,0.0,0.0,1,0,18,1,0,3,0.0
507,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,507,0.0
6,0.0,2199,145,0.0,0.01,0.04,0,0,21,1,0,7,0.29
1,0.0,174,255,0.02,0.0,0.0,0,0,15,0,0,1,0.0
1,0.0,15,255,0.02,0.0,0.0,8132,0,17,0,0,1,0.0
1,0.0,0,111,0.03,0.01,0.02,0,0,18,0,0,4,1.0
1,0.0,0,155,1.0,1.0,0.0,0,0,17,0,0,1,0.0
38,0.0,396,82,0.0,0.01,0.04,0,0,21,1,0,39,0.05
2,0.0,5989,142,0.0,0.01,0.02,0,0,21,1,0,2,0.0
138,0.07,0,255,0.06,0.0,0.0,0,0,18,0,0,18,0.0
1,0.0,453,24,0.08,0.04,0.0,2362,0,15,1,0,1,0.0
39,0.0,0,255,0.0,0.0,0.0,0,0,18,0,0,39,0.0
2,0.0,2044,80,0.0,0.01,0.01,0,0,21,1,0,2,0.0
8,0.0,331,255,0.0,0.0,0.0,0,0,21,1,0,9,0.22
278,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,4,0.0
4,0.0,3604,131,0.0,0.01,0.02,0,0,21,1,0,4,0.0
283,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,11,0.0
17,0.0,347,255,0.0,0.0,0.0,0,0,21,1,0,45,0.04
6,0.0,1410,255,0.0,0.0,0.0,0,0,21,1,0,7,0.29
124,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,15,0.0
26,0.0,284,255,0.0,0.0,0.0,0,0,21,1,0,29,0.1
140,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,6,0.0
117,0.08,0,255,0.06,0.0,0.0,0,0,21,0,0,20,0.0
263,0.06,0,255,0.07,0.0,0.0,0,0,20,0,0,16,0.0
6,0.0,809,255,0.0,0.0,0.0,0,0,21,1,0,8,0.38
2,0.0,7603,22,0.0,0.05,0.06,0,0,21,1,0,2,0.0
120,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,12,0.0
1,0.0,93,255,0.01,0.0,0.0,4,0,18,1,0,1,0.0
1,0.0,15,255,0.02,0.0,0.0,8080,0,17,0,0,1,0.0
257,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,1,0.0
12,0.0,372,255,0.0,0.0,0.0,0,0,21,1,0,17,0.24
1,0.0,0,3,0.0,1.0,0.14,0,0,14,0,0,1,0.0
1,0.0,0,126,0.06,0.01,0.0,0,0,10,0,0,1,0.0
3,0.0,933,3,0.0,0.33,0.02,0,0,21,1,0,3,0.0
1,0.0,0,130,0.04,0.01,0.02,0,0,12,0,0,13,0.92
1,0.0,0,218,0.03,0.0,0.12,0,0,14,0,0,23,0.91
3,0.0,1227,218,0.0,0.0,0.0,0,0,21,1,0,3,0.0
240,0.07,0,255,0.08,0.0,0.0,0,0,21,0,0,5,0.0
288,0.06,0,255,0.06,0.0,0.0,0,0,18,0,0,2,0.0
3,0.0,614,255,0.0,0.0,0.0,0,0,21,1,0,3,0.0
1,0.0,335,57,0.09,0.02,0.01,1,0,21,1,0,2,1.0
5,0.0,1965,255,0.0,0.0,0.0,0,0,21,1,0,5,0.0
2,0.0,0,120,0.03,0.27,0.03,0,0,20,0,0,2,0.0
1,0.0,336,243,0.03,0.0,0.0,0,0,21,1,0,3,1.0
5,0.0,10082,255,0.0,0.0,0.0,0,0,21,1,0,6,0.33
34,0.0,43,255,0.0,0.01,0.0,0,0,21,0,0,62,0.03
398,1.0,0,255,0.93,0.0,0.0,0,0,19,0,0,1,0.0
11,0.0,613,126,0.0,0.01,0.02,0,0,21,1,0,15,0.13
493,1.0,0,255,1.0,0.0,0.0,0,0,19,0,0,1,0.0
1,0.0,44,255,0.03,0.0,0.0,0,0,18,0,0,1,0.0
4,0.0,294,28,0.0,0.04,0.03,0,0,21,1,0,8,0.25
24,0.0,179,255,0.0,0.0,0.0,0,0,21,1,0,24,0.0
10,0.0,0,255,0.02,0.0,0.0,2077,0,16,1,0,10,0.0
7,0.0,42,255,0.01,0.0,0.0,0,0,21,0,0,13,0.15
37,0.0,332,255,0.0,0.0,0.0,0,0,21,1,0,37,0.0
20,0.0,17437,44,0.0,0.02,0.08,0,0,21,1,0,20,0.0
139,0.09,0,255,0.09,0.0,0.0,0,0,20,0,0,5,0.0
311,1.0,1,255,1.0,1.0,0.0,0,0,17,0,0,1,0.0
11,0.0,3102,45,0.0,0.02,0.02,0,0,21,1,0,18,0.17
284,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,14,0.0
1,0.0,93,61,0.03,0.02,0.03,4,0,6,1,0,1,0.0
1,0.0,0,255,0.03,0.53,0.0,0,0,21,0,0,1,0.0
8,0.0,7586,93,0.0,0.02,0.02,0,0,21,1,0,9,0.22
5,0.0,276,255,0.0,0.0,0.0,0,0,21,1,0,6,0.33
238,0.07,0,255,0.08,0.0,0.0,0,0,21,0,0,3,0.0
5,0.0,1075,255,0.02,0.0,0.0,0,0,21,1,0,8,0.25
1,0.0,157,136,0.03,0.01,0.0,0,0,7,0,0,1,0.0
307,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,307,0.0
2,0.0,3314,255,0.0,0.0,0.0,0,0,21,1,0,4,0.75
4,0.0,1063,90,0.0,0.01,0.01,0,0,21,1,0,11,0.18
1,0.0,0,10,0.2,0.9,0.12,280,0,6,0,0,1,0.0
9,0.0,348,9,0.0,0.11,0.01,0,0,21,1,0,9,0.0
11,0.0,5638,255,0.0,0.0,0.0,0,0,21,1,0,11,0.0
8,0.0,1695,255,0.0,0.0,0.0,0,0,21,1,0,22,0.14
11,0.0,5379,255,0.0,0.0,0.0,0,0,21,1,0,20,0.1
511,0.0,54,255,0.0,0.83,0.0,0,0,17,0,0,511,0.0
164,0.09,0,255,0.09,0.0,0.0,0,0,21,0,0,16,0.0
1,0.0,597,255,0.02,0.0,0.0,281,2,13,1,0,1,0.0
147,0.05,0,255,0.05,0.0,0.0,0,0,21,0,0,12,0.0
1,0.0,93,255,0.02,0.0,0.0,4,0,17,1,0,1,0.0
4,0.0,6927,45,0.0,0.02,0.02,0,0,21,1,0,5,0.4
1,0.0,0,155,0.02,0.01,0.02,0,0,18,0,0,1,0.0
1,0.0,327,255,0.03,0.0,0.0,1,0,18,1,0,3,1.0
1,0.0,93,255,0.04,0.0,0.0,5,0,18,1,0,1,0.0
58,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,58,0.0
193,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,1,0.0
20,0.0,5650,23,0.0,0.04,0.06,0,0,21,1,0,21,0.1
1,0.0,0,2,0.0,1.0,0.0,0,0,14,0,0,1,0.0
1,0.0,15,255,0.76,0.0,0.0,8109,0,13,0,0,1,0.0
1,0.0,93,255,0.02,0.0,0.0,4,0,15,1,0,1,0.0
210,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,16,0.0
228,0.0,83,255,0.0,0.01,0.0,0,0,18,0,0,228,0.0
3,0.67,44,255,0.02,0.0,0.0,0,0,14,0,0,4,1.0
1,0.0,595,191,0.04,0.01,0.0,281,2,12,1,0,1,0.0
15,0.0,2828,255,0.0,0.0,0.0,0,0,21,1,0,18,0.22
21,0.0,8422,255,0.0,0.0,0.0,0,0,21,1,0,22,0.09
131,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,5,0.0
503,0.0,49,255,0.0,0.82,0.0,0,0,17,0,0,503,0.0
5,0.0,273,64,0.0,0.02,0.04,0,0,21,1,0,5,0.0
274,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,8,0.0
2,0.0,765,68,0.0,0.01,0.03,0,0,21,1,0,5,0.4
1,0.0,0,255,0.52,0.51,0.0,0,0,18,0,0,1,0.0
92,0.0,44,171,0.01,0.01,0.0,0,0,20,0,0,170,0.01
5,0.0,333,52,0.0,0.02,0.07,0,0,21,1,0,27,0.19
1,0.0,0,255,0.01,0.0,0.0,0,0,15,0,0,1,0.0
3,1.0,36,145,0.05,0.01,0.06,6,0,12,1,0,6,1.0
2,0.0,270,255,0.01,0.0,0.0,0,0,21,1,0,30,0.07
1,0.0,93,152,0.02,0.01,0.01,5,0,9,1,0,1,0.0
4,0.0,11955,22,0.0,0.05,0.04,0,0,21,1,0,4,0.0
67,0.0,0,255,0.0,0.0,0.0,902,0,15,1,0,67,0.0
6,0.0,5720,24,0.0,0.04,0.04,0,0,21,1,0,6,0.0
67,0.87,0,255,0.56,0.96,0.0,0,0,10,0,0,10,0.0
74,0.0,0,255,0.0,0.0,0.0,902,0,15,1,0,74,0.0
6,0.0,182,255,0.0,0.0,0.0,0,0,21,1,0,7,0.29
9,0.0,255,255,0.0,0.0,0.0,0,0,21,1,0,9,0.0
109,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,8,0.0
38,0.0,655,255,0.0,0.0,0.0,0,0,21,1,0,39,0.05
135,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,10,0.0
218,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,218,0.0
196,0.07,0,255,0.06,0.0,0.0,0,0,19,0,0,1,0.0
13,0.0,4368,19,0.0,0.05,0.05,0,0,21,1,0,15,0.2
229,0.06,0,255,0.07,0.0,0.0,0,0,20,0,0,9,0.0
1,0.0,0,255,0.03,0.17,0.0,0,0,7,0,0,1,0.0
1,0.0,0,1,0.0,1.0,0.01,0,0,14,0,0,3,0.67
15,0.0,1390,148,0.0,0.01,0.02,0,0,21,1,0,15,0.0
14,0.0,296,33,0.0,0.03,0.04,0,0,21,1,0,14,0.0
1,0.0,331,215,0.03,0.0,0.01,1,0,21,1,0,4,1.0
8,0.0,415,255,0.0,0.0,0.0,0,0,21,1,0,12,0.25
3,0.0,2239,255,0.01,0.0,0.0,0,0,21,1,0,13,0.23
7,0.0,272,255,0.02,0.0,0.0,297,0,18,1,0,7,0.0
102,0.06,0,255,0.05,0.0,0.0,0,0,21,0,0,18,0.0
209,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,11,0.0
76,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,76,0.0
1,0.0,0,1,0.0,1.0,1.0,0,0,18,0,0,1,0.0
111,0.0,0,255,0.01,1.0,0.0,0,0,21,0,0,111,0.0
1,0.0,0,2,0.0,1.0,0.25,0,0,15,0,0,68,1.0
266,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,266,0.0
1,0.0,599,28,0.14,0.04,0.0,282,2,9,1,0,1,0.0
141,0.1,0,255,0.09,0.0,0.0,0,0,21,0,0,6,0.0
1,0.0,9235,255,0.0,0.0,0.0,0,0,21,1,0,1,0.0
83,0.0,1,255,0.01,0.0,0.0,810,0,15,1,0,83,0.0
4,0.0,8314,255,0.0,0.0,0.0,0,2,16,1,1,4,0.0
194,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,5,0.0
192,0.06,0,255,0.07,0.0,0.0,0,0,18,0,0,4,0.0
1,0.0,93,20,0.0,0.05,0.1,5,0,6,1,0,1,0.0
1,0.0,93,255,0.02,0.0,0.0,4,0,17,1,0,1,0.0
1,0.0,174,255,0.02,0.0,0.0,0,0,15,0,0,1,0.0
3,0.0,293,255,0.14,0.0,0.0,1,0,12,1,0,3,0.0
511,1.0,0,255,0.96,0.0,0.0,0,0,20,0,0,1,0.0
46,0.17,0,255,0.1,0.0,0.0,0,0,21,0,0,4,0.0
5,0.0,8314,255,0.01,0.0,0.0,0,2,12,1,1,32,0.06
1,0.0,0,255,0.0,0.02,0.0,0,0,19,0,0,1,0.0
234,0.06,0,255,0.07,0.0,0.0,0,0,21,0,0,1,0.0
39,0.08,0,255,0.02,0.0,0.0,0,0,18,0,0,13,0.0
1,0.0,27200,2,0.0,0.5,0.0,242,2,0,1,165,1,0.0
1,0.0,44,255,0.25,0.0,0.0,7486,0,18,0,0,1,0.0
1,0.0,595,97,0.04,0.01,0.0,282,2,11,1,0,1,0.0
137,0.01,43,255,0.01,0.01,0.0,0,0,18,0,0,210,0.01
29,0.0,765,29,0.0,0.03,0.01,0,0,21,1,0,29,0.0
211,0.07,0,255,0.06,0.0,0.0,0,0,19,0,0,1,0.0
287,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,17,0.0
15,0.0,7896,255,0.0,0.0,0.0,0,0,21,1,0,15,0.0
511,0.0,0,210,0.01,0.92,0.0,0,0,17,0,0,511,0.0
1,0.0,0,119,0.03,0.01,0.02,0,0,18,0,0,1,0.0
1,0.0,30887,81,0.0,0.01,0.04,0,0,21,1,0,1,0.0
1,0.0,44,255,0.13,0.0,0.0,7330,0,18,0,0,1,0.0
3,0.0,7080,255,0.0,0.0,0.0,0,0,21,1,0,12,0.17
1,0.0,1189,143,0.05,0.01,0.0,28,7,21,1,0,1,0.0
1,0.0,597,255,0.02,0.0,0.0,282,2,13,1,0,1,0.0
315,1.0,0,255,0.98,0.0,0.0,0,0,18,0,0,1,0.0
507,0.0,53,255,0.0,0.83,0.0,0,0,17,0,0,507,0.0
1,0.0,4301,13,0.0,0.08,0.04,0,0,21,1,0,1,0.0
14,0.0,1574,255,0.0,0.0,0.0,0,0,21,1,0,16,0.12
1,0.0,593,255,0.03,0.0,0.0,282,2,14,1,0,1,0.0
288,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,16,0.0
273,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,7,0.0
147,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,18,0.0
18,0.0,342,18,0.0,0.06,0.02,0,0,21,1,0,18,0.0
229,0.0,44,255,0.01,0.0,0.0,0,0,18,0,0,229,0.0
6,0.0,310,255,0.0,0.01,0.0,0,0,21,1,0,6,0.0
179,0.09,0,255,0.09,0.0,0.0,0,0,18,0,0,12,0.0
21,0.0,1248,255,0.0,0.0,0.0,0,0,21,1,0,21,0.0
3,0.0,0,255,0.0,0.01,0.0,0,0,16,0,0,3,0.0
3,0.0,1161,255,0.0,0.0,0.0,0,0,21,1,0,4,0.5
17,0.12,26,255,0.59,0.44,0.0,0,0,6,0,0,16,0.0
3,0.0,2510,10,0.0,0.1,0.03,0,0,21,1,0,3,0.0
2,1.0,44,255,0.02,0.0,0.0,1,0,13,0,0,5,1.0
1,0.0,44,255,0.02,0.0,0.0,7296,0,18,0,0,1,0.0
2,0.0,4081,22,0.0,0.05,0.05,0,0,21,1,0,3,0.67
74,0.0,0,255,0.0,0.0,0.0,0,0,17,0,0,74,0.0
1,0.0,91,255,0.01,0.0,0.0,0,0,18,0,0,3,1.0
1,0.0,2809,194,0.04,0.01,0.29,0,0,20,1,0,1,0.0
2,0.0,0,16,0.0,1.0,0.1,280,0,14,0,0,2,0.0
124,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,10,0.0
109,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,7,0.0
99,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,14,0.0
24,0.0,471,255,0.0,0.0,0.0,0,0,21,1,0,25,0.08
1,0.0,481,3,0.0,0.33,0.06,0,0,21,1,0,1,0.0
509,0.0,0,87,0.02,0.99,0.0,0,0,18,0,0,509,0.0
11,0.0,1482,255,0.0,0.0,0.0,0,0,21,1,0,16,0.12
3,0.0,20504,18,0.17,0.06,0.0,0,0,11,0,0,3,0.0
13,0.0,2767,49,0.0,0.02,0.07,0,0,21,1,0,27,0.15
4,0.0,4408,24,0.0,0.04,0.01,0,0,21,1,0,10,0.2
1,0.0,93,124,0.02,0.01,0.02,4,0,8,1,0,1,0.0
1,0.0,0,1,0.0,1.0,0.28,0,0,15,0,0,51,1.0
111,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,2,0.0
135,0.07,0,255,0.06,0.0,0.0,0,0,21,0,0,8,0.0
148,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,20,0.0
1,0.0,330,25,0.12,0.04,0.0,0,0,21,1,0,1,0.0
222,0.07,0,255,0.07,0.0,0.0,0,0,21,0,0,2,0.0
2,0.0,293,255,0.04,0.0,0.0,1,0,18,1,0,2,0.0
18,0.0,263,255,0.0,0.0,0.0,0,0,21,1,0,20,0.1
1,0.0,217,47,0.11,0.02,0.0,0,0,4,1,0,1,0.0
3,0.0,293,255,0.16,0.0,0.0,1,0,13,1,0,3,0.0
147,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,5,0.0
2,0.0,15,67,0.07,0.01,0.02,0,0,12,0,0,4,0.5
3,0.0,3680,4,0.0,0.25,0.05,0,0,21,1,0,3,0.0
1,0.0,1840,10,0.0,0.1,0.02,0,0,21,1,0,2,1.0
267,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,2,0.0
1,0.0,332,236,0.03,0.0,0.01,1,0,21,1,0,1,0.0
1,0.0,0,150,0.02,0.01,0.02,0,0,18,0,0,3,1.0
263,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,19,0.0
11,0.0,1182,84,0.0,0.01,0.07,0,0,21,1,0,11,0.0
11,0.0,2084,94,0.0,0.01,0.04,0,0,21,1,0,11,0.0
511,0.0,0,255,0.01,0.07,0.0,0,0,20,0,0,511,0.0
11,0.0,1836,49,0.0,0.02,0.04,0,0,21,1,0,12,0.17
510,0.0,53,255,0.0,0.86,0.0,0,0,17,0,0,510,0.0
4,0.0,145,255,0.01,0.0,0.0,0,0,19,0,0,4,0.0
168,0.09,0,255,0.09,0.0,0.0,0,0,21,0,0,3,0.0
44,0.0,147,175,0.01,0.88,0.01,0,0,19,0,0,198,0.01
245,0.07,0,255,0.08,0.0,0.0,0,0,21,0,0,5,0.0
17,0.0,0,255,0.01,0.0,0.0,2074,0,17,1,0,17,0.0
280,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,19,0.0
2,0.0,398,255,0.0,0.0,0.0,0,0,21,1,0,2,0.0
1,0.0,0,61,0.05,0.02,0.02,0,0,14,0,0,6,1.0
426,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,426,0.0
29,0.97,1,255,0.98,0.12,0.0,0,0,16,0,0,1,0.0
41,0.0,0,255,0.01,0.0,0.0,788,0,13,1,0,41,0.0
285,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,18,0.0
1,0.0,242,37,0.0,0.03,0.03,0,0,21,1,0,15,0.27
5,0.0,8314,255,0.01,0.0,0.0,0,2,15,1,1,5,0.0
107,0.08,0,255,0.06,0.0,0.0,0,0,21,0,0,8,0.0
2,0.0,2251,255,0.0,0.0,0.0,0,0,21,1,0,2,0.0
92,0.0,0,165,0.1,0.01,0.0,0,0,18,0,0,92,0.0
4,1.0,0,183,0.03,0.01,0.04,0,0,15,0,0,7,1.0
3,0.0,0,255,0.01,0.01,0.0,0,0,14,0,0,3,0.0
183,0.08,0,255,0.09,0.0,0.0,0,0,18,0,0,3,0.0
5,0.0,8314,255,0.01,0.0,0.0,0,2,16,1,1,5,0.0
1,0.0,6400,31,0.06,0.03,0.0,5566,0,20,0,0,1,0.0
3,1.0,36,109,0.05,0.01,0.03,0,0,15,1,0,3,1.0
1,0.0,0,5,0.0,1.0,0.33,0,0,16,0,0,1,0.0
1,0.0,595,100,0.06,0.01,0.0,281,2,11,1,0,1,0.0
122,0.07,0,255,0.06,0.0,0.0,0,0,20,0,0,17,0.0
480,1.0,0,255,1.0,0.0,0.0,0,0,20,0,0,1,0.0
282,0.06,0,255,0.06,0.0,0.0,0,0,21,0,0,8,0.0
125,0.0,0,255,0.0,1.0,0.0,0,0,18,0,0,125,0.0
155,0.1,0,255,0.1,0.0,0.0,0,0,18,0,0,9,0.0
177,0.08,0,255,0.09,0.0,0.0,0,0,21,0,0,18,0.0
27,0.0,0,255,0.0,0.0,0.0,895,0,14,1,0,27,0.0
14,0.0,2278,165,0.0,0.01,0.04,0,0,21,1,0,17,0.24
8,0.0,173,39,0.0,0.03,0.04,0,0,21,1,0,8,0.0
5,0.0,5201,255,0.0,0.0,0.0,0,0,21,1,0,5,0.0
1,0.0,174,255,0.01,0.0,0.0,0,0,15,0,0,1,0.0
414,1.0,0,255,0.94,0.0,0.0,0,0,17,0,0,1,0.0
1,0.0,140,156,0.03,0.01,0.22,0,0,20,0,0,1,0.0
28,0.0,972,96,0.0,0.01,0.02,0,0,21,1,0,49,0.04
16,0.0,277,43,0.0,0.02,0.04,0,0,21,1,0,16,0.0
8,0.0,7113,32,0.0,0.03,0.01,0,0,21,1,0,9,0.22
15,0.0,4071,15,0.0,0.07,0.04,0,0,21,1,0,15,0.0
8,0.0,0,25,0.08,0.72,0.07,0,0,21,0,0,10,0.2
1,0.0,0,110,0.03,0.01,0.02,0,0,18,0,0,1,0.0
511,1.0,0,255,1.0,0.0,0.0,0,0,20,0,0,1,0.0
511,0.0,50,255,0.0,0.83,0.0,0,0,17,0,0,511,0.0
1,0.0,40714,255,0.0,0.0,0.0,0,0,21,1,0,1,0.0
511,0.0,47,255,0.0,0.83,0.0,0,0,17,0,0,511,0.0
188,0.09,0,255,0.09,0.0,0.0,0,0,21,0,0,17,0.0
8,0.0,729,16,0.0,0.06,0.03,0,0,21,1,0,10,0.3
511,0.0,51,255,0.0,0.84,0.0,0,0,17,0,0,511,0.0
24,0.0,1384,187,0.0,0.01,0.02,0,0,21,1,0,24,0.0
1,0.0,44,255,0.02,0.0,0.0,7368,0,18,0,0,1,0.0
3,0.67,0,255,0.1,0.0,0.0,0,0,10,0,0,2,0.0
33,0.21,0,255,0.17,0.0,0.0,0,0,21,0,0,2,0.0
22,0.0,26802,255,0.0,0.0,0.0,0,0,21,1,0,22,0.0
1,0.0,0,13,0.0,1.0,0.1,0,0,12,0,0,1,0.0
1,0.0,14086,255,0.0,0.0,0.0,0,0,21,1,0,2,1.0
113,0.05,0,255,0.05,0.0,0.0,0,0,19,0,0,17,0.0
7,0.0,14999,105,0.0,0.01,0.01,0,0,21,1,0,8,0.25
2,0.0,0,29,0.14,0.28,0.12,0,0,21,0,0,2,0.0
1,0.0,597,199,0.03,0.01,0.0,281,2,13,1,0,1,0.0
2,0.0,0,214,0.04,0.01,0.0,0,0,8,0,0,2,0.0
126,0.06,0,255,0.06,0.0,0.0,0,0,20,0,0,18,0.0
145,1.0,1,255,1.0,1.0,0.0,0,0,18,0,0,1,0.0
1,0.0,1964,1,0.0,1.0,0.04,0,0,21,1,0,1,0.0
9,0.0,848,255,0.0,0.0,0.0,0,0,21,1,0,32,0.06
12,0.0,6589,120,0.0,0.01,0.04,0,0,21,1,0,16,0.12
